0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
Nazwa;Waga nom.;S;DS.;O;P;K;CUSTOM;Samodzielne;Podkategoria;Kategoria glowna;Typ;Kalorie;Tluszcz;Bialko;Weglowodany;Cost;Prep t;id
Rogale kruche;50;Y;Y;;Y;Y;;Y;Pieczywo pszenne polcukiernicze;Produkty zbozowe;Produkty;331;7,2;8,2;59,4;7;10;643
Rolada biszkoptowa z dzemem;150;Y;Y;Y;Y;Y;;Y;Desery;Desery;Potrawy;299;4,8;7;56,7;31;40;644
Rolada wieprzowa pieczona;150;;Y;Y;Y;Y;;Y;Potrawy z wieprzowiny;Potrawy miesne;Potrawy;414;32,6;21,3;9,9;30;50;645
Rolada z masa makowa;;;;;;;;;;;;349;15,8;9,4;46,6;6;30;646
Rozki z ciasta francuskiego z jablkami;;;;;;;;;;;;392;25,1;5;38,6;23;60;647
Ryz bialy;;;;;;;;;Ziarna, maki i skrobie;Produkty zbozowe;Produkty;344;0,7;6,7;78,9;25;70;648
Ryz brazowy;;;;;;;;;Ziarna, maki i skrobie;Produkty zbozowe;Produkty;322;1,9;7,1;76,8;6;40;649
Ryz gotowany;100;Y;Y;Y;Y;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;124;0,3;2,4;28,4;24;70;650
Ryz na mleku;150;Y;Y;Y;Y;Y;;Y;Zupy mleczne;Zupy;Potrawy;66;2,1;2,7;9,1;35;40;651
Ryz na sypko z tluszczem roslinnym;125;Y;Y;Y;Y;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;135;1,5;2,4;28,4;34;80;652
Ryz na sypko ze smalcem;125;Y;Y;Y;Y;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;124;2;2,1;24,9;22;70;653
Ryz preparowany;;;;;;;;;Produkty sniadaniowe;Produkty zbozowe;Produkty;361;1,6;6,3;84,1;32;80;654
Ryz z jablkami;125;Y;Y;Y;Y;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;154;2,2;2;32,3;27;70;655
Rzepa;;;;;;;;;;;;26;0,3;1,1;8,2;25;60;656
Rzodkiewka;;;;;;;;;;;;14;0,2;1;4,4;14;10;657
Salami luksusowe;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;540;50,6;21,9;0,9;18;50;658
Salami mini;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;548;51,6;21,7;0,9;28;90;659
Salami popularne;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;568;53,7;21,6;1,4;8;60;660
Salata;;;;;;;;;;;;14;0,2;1,4;2,9;17;10;661
Salata zielona z olejem;50;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;111;11,6;1;2,1;13;50;662
Salata zielona z pomidorem, ogorkiem, olejem;50;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;56;4,7;0,9;3,6;6;100;663
Salata zielona ze smietana;50;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;41;2,3;1,4;4,5;22;90;664
Salatka jarzynowa mrozona;80;Y;Y;Y;Y;Y;;Y;mieszanki warzywne mrozone;warzywa i przetwory warzywne;Produkty;26;0,2;1,9;6,4;18;10;665
Salatka jarzynowa z kukurydza mrozona;80;Y;Y;Y;Y;Y;;Y;mieszanki warzywne mrozone;warzywa i przetwory warzywne;Produkty;63;0,6;3,4;14,8;29;100;666
Salatka jarzynowa z warzyw got, z majonezem i jogurtem nat,;80;Y;Y;Y;Y;Y;;Y;mieszanki warzywne mrozone;warzywa i przetwory warzywne;Produkty;116;7,5;3,2;11,6;19;80;667
Salatka jarzynowa z warzyw gotowanych z majonezem;80;Y;Y;Y;Y;Y;;Y;Warzywa gotowane;Potrawy z warzyw;Potrawy;192;16,5;2,9;10,9;10;90;668
Salatka meksykanska mrozona;80;Y;Y;Y;Y;Y;;Y;mieszanki warzywne mrozone;warzywa i przetwory warzywne;Produkty;45;0,5;2,5;10,8;18;40;669
Salatka pikantna z makreli;80;Y;Y;Y;Y;Y;;Y;Przetwory rybne;Ryby i przetwory rybne;Produkty;181;13,2;10,2;6,9;11;60;670
Salatka skandynawska mrozona;80;Y;Y;Y;Y;Y;;Y;mieszanki warzywne mrozone;warzywa i przetwory warzywne;Produkty;28;0,2;1,9;6,9;6;80;671
Salatka szwedzka konserwowa;80;Y;Y;Y;Y;Y;;Y;przetwory warzywne;warzywa i przetwory warzywne;Produkty;36;0,1;0,4;8,6;15;50;672
Salatka z czerwonej kapusty;80;Y;Y;Y;Y;Y;;Y;Warzywa gotowane;Potrawy z warzyw;Potrawy;83;6,5;1,4;7;31;30;673
Salatka z czerwonej kapusty konserwowa;80;Y;Y;Y;Y;Y;;Y;przetwory warzywne;warzywa i przetwory warzywne;Produkty;88;0,1;1,1;21,9;10;70;674
Salatka z dorsza;80;Y;Y;Y;Y;Y;;Y;Potrawy rybne;Potrawy rybne;Potrawy;187;13,9;9,8;7,2;31;20;675
Salatka z groszku zielonego;80;Y;Y;Y;Y;Y;;Y;Warzywa gotowane;Potrawy z warzyw;Potrawy;159;13,1;4;10,4;26;10;676
Salceson czarny;;;;;;;;;Wedliny podrobowe;Mieso i przetwory miesne;Produkty;336;32;12,6;0,5;17;20;677
Salceson wloski;;;;;;;;;Wedliny podrobowe;Mieso i przetwory miesne;Produkty;318;29,3;14,6;0;6;100;678
Sandacz swiezy;;;;;;;;;Ryby swieze;Ryby i przetwory rybne;Produkty;84;0,7;19,2;0;19;100;679
Sardynka swieza;;;;;;;;;;;;169;9,6;20,6;0;22;60;680
Sardynka w oleju;;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;221;13,9;24,1;0;6;50;681
Sardynka w pomidorach;;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;162;9,9;17;1,4;22;20;682
Schab pieczony;150;Y;Y;Y;Y;Y;;Y;Potrawy z wieprzowiny;Potrawy miesne;Potrawy;291;18,7;30,4;0,7;20;70;683
Seler korzeniowy;;;;;;;;;;;;21;0,3;1,6;7,7;30;80;684
Seler korzeniowy mrozony;;;;;;;;;;;;18;0,3;1,4;6,9;17;60;685
Seler naciowy;;;;;;;;;;;;13;0,2;1;3,6;6;60;686
Semolina;;;;;;;;;Ziarna, maki i skrobie;Produkty zbozowe;Produkty;346;1,3;10,1;75;34;80;687
Ser Brie pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;329;28;19,8;0,2;22;60;688
Ser Camembert pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;291;23;21,4;0,2;22;10;689
Ser Cheddar pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;391;31,7;27,1;0,1;24;50;690
Ser Edamski tlusty;;;;;;;;;;;;313;23,4;26,1;0,1;6;30;691
Ser Ementaler pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;380;29,7;28,8;0,1;9;60;692
Ser Gouda tlusty;;;;;;;;;;;;316;22,9;27,9;0,1;31;90;693
Ser Mysliwski pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;346;27,4;25,5;0,1;20;70;694
Ser Mysliwski tlusty;;;;;;;;;;;;338;24,9;29;0,1;33;70;695
Ser Parmezan;;;;;;;;;;;;452;32;41,5;0,1;17;90;696
Ser Rokpol pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;363;30,6;22,6;0,1;34;100;697
Ser Salami pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;351;28,1;25,2;0,1;16;80;698
Ser topiony edamski;;;;;;;;;Sery topione;Mleko i przetwory mleczne;Produkty;298;27;13,5;1,2;35;100;699
Ser Trapistow pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;367;30,7;23,5;0,1;22;90;700
Ser Trapistow tlusty;;;;;;;;;;;;351;26,8;28;0,1;7;80;701
Ser twarogowy chudy;;;;;;;;;Sery twarogowe;Mleko i przetwory mleczne;Produkty;99;0,5;19,8;3,5;28;50;702
Ser twarogowy poltlusty;;;;;;;;;Sery twarogowe;Mleko i przetwory mleczne;Produkty;133;4,7;18,7;3,7;17;50;703
Ser twarogowy tlusty;;;;;;;;;Sery twarogowe;Mleko i przetwory mleczne;Produkty;175;10,1;17,7;3,5;20;60;704
Ser Tylzycki pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;353;27,9;26,1;0,1;5;60;705
Ser Tylzycki tlusty;;;;;;;;;;;;334;25;27,8;0,1;19;30;706
Ser typu Feta;;;;;;;;;;;;215;16;17;1;31;50;707
Serca wieprzowe;;;;;;;;;Podroby;Mieso i przetwory miesne;Produkty;111;4,8;16,9;0;14;60;708
Serek termizowany pieczarkowy;;;;;;;;;;;;113;4;15,9;3,5;11;50;709
Serek twarogowy homogenizowany pelnotlusty;;;;;;;;;Sery twarogowe;Mleko i przetwory mleczne;Produkty;161;11;12,7;3;33;70;710
Serek twarogowy homogenizowany truskawkowy;75;Y;Y;;Y;Y;;Y;Sery twarogowe;Mleko i przetwory mleczne;Produkty;168;3,9;15,3;17,7;26;10;711
Serek twarogowy homogenizowany waniliowy;75;Y;Y;;Y;Y;;Y;Sery twarogowe;Mleko i przetwory mleczne;Produkty;159;4,2;16,8;13,3;6;90;712
Serek twarogowy ziarnisty;;;;;;;;;Sery twarogowe;Mleko i przetwory mleczne;Produkty;101;4,3;12,3;3,3;28;70;713
Serek typu Fromage naturalny;;;;;;;;;Sery twarogowe;Mleko i przetwory mleczne;Produkty;379;37,1;10,2;2,4;29;30;714
Serek typu Fromage z czosnkiem;;;;;;;;;Sery twarogowe;Mleko i przetwory mleczne;Produkty;367;35,2;10;4;15;80;715
Sernik bez ciasta;;;;;;;;;;;;363;18,3;13,5;36,8;14;50;716
Sernik krakowski;;;;;;;;;;;;329;13,4;14;38,2;27;30;717
Sernik wiedenski z polewa kakaowa;;;;;;;;;;;;340;18,1;12,6;32,1;26;20;718
Sernik z makiem;;;;;;;;;;;;444;23,4;12,5;49;26;100;719
Serwatka plynna;;;;;;;;;Napoje mleczne;Mleko i przetwory mleczne;Produkty;25;0,1;0,8;5,1;14;10;720
Sezam nasiona;;;;;;;;;;;;632;59,9;23,2;10;31;70;721
Sezamki;;;;;;;;;;;;402;26,4;10,2;34,7;34;100;722
Sezamki z orzechami;;;;;;;;;;;;376;26,1;9,6;29,4;24;40;723
Skora z indyka;;;;;;;;;Indyk;Mieso i przetwory miesne;Produkty;413;42,4;9,4;0;5;90;724
Skorki kurze;;;;;;;;;Kura i kurczak;Mieso i przetwory miesne;Produkty;379;37,9;10,7;0;8;10;725
Skrobia kukurydziana;;;;;;;;;Ziarna, maki i skrobie;Produkty zbozowe;Produkty;353;0;0,2;88,5;14;70;726
Skrobia ziemniaczana;;;;;;;;;Ziarna, maki i skrobie;Produkty zbozowe;Produkty;343;0,1;0,6;83,9;32;20;727
Skrzydlo indyka;;;;;;;;;Indyk;Mieso i przetwory miesne;Produkty;168;11,4;16,5;0;14;10;728
Skrzydlo kurczaka;;;;;;;;;Kura i kurczak;Mieso i przetwory miesne;Produkty;186;12,2;19,2;0;35;70;729
Sledz marynowany;;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;192;12,6;16,5;3,4;9;10;730
Sledz solony;;;;;;;;;;;;217;15,4;19,8;0;21;40;731
Sledz swiezy;;;;;;;;;Ryby swieze;Ryby i przetwory rybne;Produkty;161;10,7;16,3;0;33;10;732
Sledz w oleju;;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;301;26,5;16,4;0;30;40;733
Sledz w smietanie;;;;;;;;;;;;96;6,2;5,5;5,3;11;50;734
Sledz w sosie pomidorowym;;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;160;9,7;13,8;4,6;19;60;735
Sledz wedzony Pikling;;;;;;;;;Ryby wedzone;Ryby i przetwory rybne;Produkty;215;14,3;21,8;0;33;60;736
"Sledzie marynowane ""Rolmopsy""";;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;104;7;8;3;21;80;737
Sliwki;;;;;;;;;;;;45;0,2;0,6;11,7;24;60;738
Sliwki bez pestek mrozone;;;;;;;;;;;;45;0,2;0,6;11,7;34;70;739
Sliwki z pestka suszone;;;;;;;;;;;;267;1,2;3,5;68,9;34;20;740
Slonecznik nasiona;;;;;;;;;;;;561;43,7;24,4;24,6;21;60;741
Slonina;;;;;;;;;Tluszcze zwierzece;Tluszcze;Produkty;797;89;2,4;0;31;40;742
Smalec;;;;;;;;;Tluszcze zwierzece;Tluszcze;Produkty;880;99,5;0;0;14;20;743
Smietana 12% tluszczu;;;;;;;;;;;;133;12;2,7;3,9;7;100;744
Smietana 18% tluszczu;;;;;;;;;;;;184;18;2,5;3,6;19;60;745
Smietanka do kawy 9% tluszczu;;;;;;;;;Smietana;Mleko i przetwory mleczne;Produkty;107;9;2,8;4;7;80;746
Smietanka kremowa 30% tluszczu;;;;;;;;;Smietana;Mleko i przetwory mleczne;Produkty;287;30;2,2;3,1;34;10;747
Soczewica czerwona nasiona suche;;;;;;;;;;;;327;3;25,4;57,5;27;20;748
Soczewica kielki;;;;;;;;;;;;119;0,6;9;22,1;6;100;749
Soja kielki;;;;;;;;;;;;141;6,7;13,1;9,6;19;40;750
Soja nasiona suche;;;;;;;;;;;;382;19,6;34,3;32,7;33;20;751
Sok ananasowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;48;0,1;0,3;11,4;30;40;752
Sok brzoskwiniowo-pomaranczowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;32;0,1;0,7;7,4;34;30;753
"Sok buraczany ""Barszczyk czerwony""";200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;34;0,2;0,8;7,6;31;30;754
Sok cytrynowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;30;0,3;0,4;6,4;31;40;755
Sok grejpfrutowo-pomaranczowy slodzony aspartamem;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;40;0,1;0,5;9,3;30;30;756
Sok grejpfrutowo-pomaranczowy slodzony aspartamem, z wapniem;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;40;0,1;0,5;9,3;35;50;757
Sok grejpfrutowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;40;0,1;0,5;9,2;23;40;758
Sok grejpfrutowy slodzony aspartamem;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;39;0,1;0,6;9;26;80;759
Sok grejpfrutowy z witaminami;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;40;0,1;0,5;9,2;9;30;760
Sok jablkowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;42;0,1;0,1;10;27;10;761
Sok jablkowy z wapniem;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;42;0,1;0,1;10;32;80;762
Sok jablkowy z witaminami;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;42;0,1;0,1;10;14;10;763
Sok marchwiowo-bananowo-jablkowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;39;0,1;0,3;10,2;11;10;764
Sok marchwiowo-bananowo-jablkowy z witaminami E i C;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;39;0,1;0,3;10,2;6;60;765
Sok marchwiowo-brzoskwiniowo-jablkowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;45;0,1;0,4;11,8;27;90;766
Sok marchwiowo-brzoskwiniowo-jablkowy z witaminami E i C;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;45;0,1;0,4;11,8;27;40;767
Sok marchwiowo-brzoskwiniowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;44;0,1;0,5;11,3;18;30;768
Sok marchwiowo-jablkowo-pomaranczowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;44;0,2;0,6;11,8;29;40;769
Sok marchwiowo-jablkowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;44;0,2;0,5;12,1;9;50;770
Sok marchwiowo-jablkowy z witaminami E i C;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;44;0,2;0,5;12,1;25;20;771
Sok marchwiowo-morelowo-jablkowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;39;0,2;0,4;10,2;34;10;772
Sok marchwiowo-pomaranczowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;40;0,1;0,6;10,8;33;10;773
Sok marchwiowo-sliwkowo-jablkowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;39;0,2;0,4;10,2;9;80;774
Sok marchwiowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;43;0,1;0,4;11,3;31;40;775
Sok marchwiowy z witamina C i wapniem;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;43;0,1;0,4;11,3;31;70;776
Sok pomaranczowo-grejpfrutowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;43;0,1;0,6;9,8;27;10;777
Sok pomaranczowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;43;0,1;0,6;9,9;20;80;778
Sok pomaranczowy z witaminami;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;43;0,1;0,6;9,9;17;80;779
Sok pomidorowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;14;0,2;0,8;3,3;31;90;780
Sok pomidorowy z witaminami C i E;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;14;0,2;0,8;3,3;5;50;781
Sok wieloowocowy egzotyczny;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;57;0,3;0,8;12,7;25;10;782
Sok wieloowocowy egzotyczny z witaminami;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;57;0,3;0,8;12,7;13;50;783
Sok wieloowocowy z owocow krajowych;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;45;0,1;0,2;10,9;33;100;784
Sok wielowarzywny;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;25;0,3;1;5,7;27;70;785
Sok z bialych winogron;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;68;0,2;0,5;15,9;33;60;786
Sok z jablek i mango;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;48;0,4;0,4;12,3;14;10;787
Sok z marchwi, jablek i owocow tropikalnych;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;52;0,3;0,7;14;15;40;788
Sol biala;;;;;;;;;;;;0;0;0;0;34;80;789
Sola swieza;;;;;;;;;;;;83;1,4;17,5;0;31;10;790
Solinki paluszki;;;;;;;;;;;;385;4,9;9,9;75,2;5;60;791
Sos keczup;;;;;;;;;;;;93;1;1,8;22,2;35;100;792
Spirytus rektyfikowany;;;;;;;;;;;;521;0;0;0;26;100;793
Stek wieprzowy smazony;150;;Y;Y;Y;Y;;Y;Potrawy z wieprzowiny;Potrawy miesne;Potrawy;471;42,7;21,7;1,5;32;30;794
Strucla z makiem;;;;;;;;;;;;361;15,5;8,3;51,2;23;20;795
Strucle tureckie;;;;;;;;;;;;322;2,8;7,7;67,4;31;70;796
Strucle wroclawskie;50;Y;Y;;Y;Y;;Y;Pieczywo pszenne wyborowe;Produkty zbozowe;Produkty;303;4,8;8,9;56,9;7;10;797
Surowka wielowarzywna z jogurtem naturalnym;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;35;0,6;1,7;7;24;100;798
Surowka z bialej kapusty;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;67;4,7;1,6;7;34;10;799
Surowka z cykorii i jablek;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;161;16,4;1;3,8;29;60;800
Surowka z kapusty pekinskiej z majonezem;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;94;8,1;1,6;6;7;90;801
Surowka z kapusty pekinskiej z olejem;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;53;3,8;1,1;5,7;18;80;802
Surowka z kwaszonej kapusty;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;68;4,7;0,9;7,5;11;50;803
Surowka z marchwi;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;47;2,3;1,1;7,7;26;30;804
Surowka z marchwi i jablek;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;59;0,3;1;16,6;22;60;805
Surowka z ogorkow i pomidorow;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;32;1,8;1,1;3,6;35;10;806
Surowka z owocow;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;103;0,3;0,5;25,9;5;100;807
Surowka z owocow i warzyw;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;148;14,3;1,1;5,1;25;20;808
Surowka z papryki;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;91;7,5;1;6,3;12;80;809
Surowka z pomidorow;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;14;0,2;0,8;3,2;9;60;810
Surowka z porow z jablkami;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;141;12,5;1,7;7,9;33;50;811
Surowka z rzodkiewki;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;93;5,9;7,5;3,5;27;60;812
Surowka z selerow i jablek z olejem;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;92;7,5;1,1;8,9;6;70;813
Surowka z selerow, jablek i marchwi;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;60;0,4;0,9;16,5;7;20;814
Syrop truskawkowy;;;;;;;;;;;;264;0,1;0,2;65;33;80;815
Szampan;;;;;;;;;;;;76;0;0,3;1,4;20;40;816
Szczaw;;;;;;;;;;;;21;0,8;1,1;4,9;29;70;817
Szczupak swiezy;;;;;;;;;Ryby swieze;Ryby i przetwory rybne;Produkty;82;0,8;18,4;0;10;30;818
Szczypiorek;;;;;;;;;;;;29;0,8;4,1;3,9;8;90;819
Szparagi;;;;;;;;;;;;18;0,2;1,9;3,7;34;60;820
Szparagi konserwowe;;;;;;;;;;;;19;0,7;2,1;2,5;5;40;821
Szpinak;;;;;;;;;;;;16;0,4;2,6;3;27;40;822
Szpinak gotowany, zasmazany;75;Y;Y;Y;Y;Y;;Y;Warzywa gotowane;Potrawy z warzyw;Potrawy;83;6,1;3,8;6,2;17;70;823
Szpinak mrozony;;;;;;;;;;;;15;0,4;2,3;2,7;10;40;824
Sztuka miesa gotowana;100;Y;Y;Y;Y;Y;;Y;Potrawy z wolowiny;Potrawy miesne;Potrawy;225;10,4;30,8;3,2;31;40;825
Szynka delikatesowa z kurczaka;;;;;;;;;Wedliny z kurczaka;Mieso i przetwory miesne;Produkty;123;5,6;18,2;0;34;100;826
Szynka kanapkowa;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;102;4,4;14,2;1,4;8;30;827
Szynka wiejska;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;253;20,3;17,1;0,9;35;40;828
Szynka wieprzowa gotowana;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;233;18,3;16,4;1;16;100;829
Szynka wolowa gotowana;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;107;2;20,9;1,1;6;80;830
Szynka z indyka;;;;;;;;;Wedliny z indyka;Mieso i przetwory miesne;Produkty;84;1,6;17,1;0,1;35;50;831
Szynka z piersi kurczaka;;;;;;;;;Wedliny z kurczaka;Mieso i przetwory miesne;Produkty;98;1,2;21,2;0,2;12;10;832
Szynka z udzca kurczaka;;;;;;;;;Wedliny z kurczaka;Mieso i przetwory miesne;Produkty;117;5,3;17,2;0;7;100;833
Szynkowka wieprzowa;;;;;;;;;;;;191;14,7;13,6;1,4;31;90;834
Szynkowka wolowa;;;;;;;;;;;;85;1,5;16,2;1,4;26;90;835
Tluszcz mieszany roslinno-zwierzecy 60% tluszczu;;;;;;;;;Tluszcze mieszane;Tluszcze;Produkty;573;64;0,9;0,9;18;70;836
"Torcik ""Wuzetka""";;;;;;;;;;;;318;11,1;5,8;49;13;90;837
Tort ananasowy;;;;;;;;;;;;309;10,7;4,4;49;6;50;838
Truskawki;;;;;;;;;;;;28;0,4;0,7;7,2;12;20;839
Truskawki mrozone;;;;;;;;;;;;28;0,4;0,7;7,2;6;10;840
Truskawki w galaretce;150;Y;Y;;Y;;;Y;Desery;Desery;Potrawy;127;0,2;15,4;16;26;70;841
Truskawki z bita smietana;100;Y;Y;;Y;;;Y;Desery;Desery;Potrawy;127;10,4;1,1;8,4;12;40;842
Tunczyk swiezy;;;;;;;;;Ryby swieze;Ryby i przetwory rybne;Produkty;137;4,6;23,7;0;33;40;843
Tunczyk w oleju;;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;190;9;27,1;0;19;40;844
Tunczyk w wodzie;75;Y;Y;Y;Y;Y;;Y;Przetwory rybne;Ryby i przetwory rybne;Produkty;96;1,2;21;0;32;70;845
Wafle nadziewane;;;;;;;;;;;;519;27,5;8,3;60,7;20;80;846
Wafle w czekoladzie;;;;;;;;;;;;553;33,9;7,4;55,6;22;80;847
Watroba cieleca;;;;;;;;;Podroby;Mieso i przetwory miesne;Produkty;124;3,3;19,2;4,1;12;60;848
Watroba wieprzowa;;;;;;;;;Podroby;Mieso i przetwory miesne;Produkty;130;3,4;22;2,6;10;90;849
Watroba wolowa;;;;;;;;;Podroby;Mieso i przetwory miesne;Produkty;125;3,1;20;4;25;30;850
Watrobianka;;;;;;;;;Wedliny podrobowe;Mieso i przetwory miesne;Produkty;231;20,9;10,7;0,7;27;60;851
Watrobka kurczaka;;;;;;;;;Podroby drobiowe;Mieso i przetwory miesne;Produkty;136;6,3;19,1;0,6;31;40;852
Watrobka wieprzowa saute smazona;75;;;Y;;Y;;Y;Potrawy z wieprzowiny;Potrawy miesne;Potrawy;241;15,8;20,5;4,8;13;90;853
Wedzonka wolowa gotowana;;;;;;;;;;;;102;3,1;17,8;0,5;14;20;854
Wegorz swiezy;;;;;;;;;Ryby swieze;Ryby i przetwory rybne;Produkty;278;24,5;15;0;9;20;855
Wegorz wedzony;;;;;;;;;Ryby wedzone;Ryby i przetwory rybne;Produkty;326;28,6;17,9;0;7;10;856
Wermut slodki;;;;;;;;;;;;155;0;0;15,9;28;10;857
Wieprzowina boczek bez kosci;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;510;53;10,1;0;20;100;858
Wieprzowina golonka ze skora;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;294;24,7;18,6;0;6;20;859
Wieprzowina gotowana;150;;;Y;;Y;;Y;Potrawy z wieprzowiny;Potrawy miesne;Potrawy;362;29,8;22,5;3,1;35;80;860
